Time (s),Frequency 1 (Hz),Frequency 2 (Hz),Frequency 3 (Hz)
4216.5,1170.0,8398.0,15782.0
4217.0,3432.0,10348.0,17394.0
4217.5,2210.0,9178.0,16354.0
4218.0,1170.0,8190.0,15418.0
4218.5,676.0,7748.0,14898.0
4219.0,728.0,7800.0,14950.0
4219.5,1144.0,8294.0,15600.0
4220.0,754.0,7826.0,15106.0
4220.5,4004.0,10842.0,17732.0
4221.0,3848.0,10660.0,17524.0
4221.5,910.0,8190.0,15574.0
4222.0,702.0,7826.0,15132.0
4222.5,572.0,7670.0,14846.0
4223.0,754.0,7852.0,15054.0
4223.5,260.0,7046.0,13884.0
4224.0,1612.0,8814.0,16224.0
4224.5,1612.0,8788.0,16224.0
4225.0,442.0,7462.0,14508.0
4225.5,1014.0,8008.0,15132.0
4226.0,416.0,7488.0,14612.0
4226.5,728.0,7696.0,14716.0
4227.0,156.0,6942.0,13806.0
4227.5,598.0,7540.0,14560.0
4228.0,286.0,7098.0,13988.0
4228.5,78.0,6864.0,13676.0
4229.0,182.0,7020.0,13910.0
4229.5,312.0,7228.0,14170.0
4230.0,1638.0,8944.0,16484.0
4230.5,260.0,7176.0,14170.0
4231.0,416.0,7228.0,14118.0
4231.5,3484.0,6994.0,13650.0
4232.0,598.0,7670.0,14742.0
4232.5,234.0,7280.0,14274.0
4233.0,806.0,7930.0,15054.0
4233.5,182.0,7150.0,14118.0
4234.0,286.0,7384.0,14586.0
4234.5,390.0,7540.0,14664.0
4235.0,286.0,7358.0,14482.0
4235.5,754.0,7800.0,14950.0
4236.0,338.0,7488.0,14664.0
4236.5,156.0,7124.0,14040.0
4237.0,910.0,8086.0,15262.0
4237.5,234.0,7306.0,14378.0
4238.0,260.0,7332.0,14378.0
4238.5,338.0,7566.0,14820.0
4239.0,260.0,7384.0,14508.0
4239.5,364.0,7592.0,14820.0
4240.0,338.0,7514.0,14716.0
4240.5,572.0,7722.0,14898.0
4241.0,884.0,8008.0,15288.0
4241.5,416.0,7748.0,15080.0
4242.0,3926.0,10686.0,17498.0
4242.5,2704.0,9672.0,16744.0
4243.0,3302.0,10140.0,17056.0
4243.5,390.0,7566.0,14794.0
4244.0,442.0,7540.0,14690.0
4244.5,494.0,7748.0,15054.0
4245.0,286.0,7306.0,14378.0
4245.5,442.0,7592.0,14794.0
4246.0,416.0,7566.0,14742.0
4246.5,572.0,7748.0,14924.0
4247.0,442.0,7566.0,14794.0
4247.5,1768.0,9126.0,16822.0
4248.0,1066.0,8112.0,15704.0
4248.5,1794.0,8762.0,16016.0
4249.0,3614.0,10426.0,17264.0
4249.5,1014.0,7982.0,15054.0
4250.0,1066.0,8190.0,15340.0
4250.5,1742.0,8736.0,15808.0
4251.0,3016.0,10036.0,17082.0
4251.5,1118.0,8216.0,16016.0
4252.0,3094.0,10010.0,17004.0
4252.5,4264.0,12012.0,19812.0
4253.0,1300.0,8424.0,16016.0
4253.5,3120.0,10634.0,18174.0
4254.0,3042.0,10010.0,17368.0
4254.5,2288.0,9438.0,17004.0
4255.0,2418.0,9724.0,17160.0
4255.5,2366.0,9464.0,16796.0
4256.0,3978.0,11492.0,19370.0
4256.5,2158.0,9542.0,17134.0
4257.0,1430.0,8710.0,16146.0
4257.5,2522.0,9984.0,17394.0
4258.0,2704.0,10322.0,18018.0
4258.5,4394.0,11804.0,19526.0
4259.0,1924.0,9282.0,17030.0
4259.5,3692.0,11102.0,18928.0
4260.0,3016.0,10582.0,18226.0
4260.5,3276.0,10608.0,18070.0
4261.0,2028.0,9620.0,16926.0
4261.5,2704.0,10400.0,17992.0
4262.0,4212.0,11830.0,19526.0
4262.5,3848.0,11622.0,19526.0
4263.0,3770.0,11284.0,18928.0
4263.5,2990.0,10400.0,17810.0
4264.0,3094.0,10348.0,17810.0
4264.5,1820.0,9438.0,17056.0
4265.0,2522.0,10426.0,17498.0
4265.5,2990.0,11050.0,17628.0
4266.0,1560.0,9802.0,16094.0
4266.5,1924.0,10400.0,16276.0
4267.0,2366.0,10530.0,16926.0
4267.5,2392.0,10374.0,16692.0
4268.0,1898.0,9880.0,16406.0
4268.5,1586.0,9958.0,16042.0
4269.0,1976.0,10140.0,16874.0
4269.5,2002.0,10478.0,16640.0
4270.0,1820.0,10218.0,16276.0
4270.5,1352.0,9646.0,15470.0
4271.0,2184.0,11076.0,16354.0
4271.5,2574.0,10998.0,16770.0
4272.0,1248.0,10270.0,15236.0
4272.5,1274.0,10192.0,15522.0
4273.0,1430.0,10322.0,15652.0
4273.5,858.0,9412.0,14586.0
4274.0,1638.0,10504.0,16094.0
4274.5,1300.0,10634.0,15288.0
4275.0,1612.0,9984.0,15964.0
4275.5,2912.0,11154.0,17316.0
4276.0,1066.0,10348.0,15158.0
4276.5,1092.0,9360.0,15158.0
4277.0,1196.0,10140.0,15418.0
4277.5,1118.0,9828.0,15158.0
4278.0,1846.0,11128.0,16432.0
4278.5,2054.0,11388.0,16562.0
4279.0,1066.0,10036.0,15236.0
4279.5,1508.0,10452.0,15678.0
4280.0,1092.0,10218.0,15054.0
4280.5,2184.0,12038.0,16822.0
4281.0,2054.0,11648.0,16978.0
4281.5,1378.0,9880.0,15288.0
4282.0,2548.0,10556.0,16796.0
4282.5,2912.0,10816.0,17290.0
4283.0,1326.0,9698.0,15366.0
4283.5,1144.0,9542.0,15080.0
4284.0,1534.0,9698.0,15704.0
4284.5,2002.0,10036.0,16276.0
4285.0,962.0,8762.0,14794.0
4285.5,1300.0,8970.0,15444.0
4286.0,598.0,8398.0,14300.0
4286.5,1976.0,10192.0,16380.0
4287.0,1872.0,10400.0,16250.0
4287.5,1898.0,9854.0,15808.0
4288.0,1794.0,10114.0,15938.0
4288.5,2652.0,11180.0,17368.0
4289.0,2028.0,10036.0,17082.0
4289.5,3016.0,10894.0,18070.0
4290.0,2132.0,9698.0,16900.0
4290.5,4680.0,12168.0,19916.0
4291.0,2418.0,9464.0,16848.0
4291.5,2678.0,10192.0,18148.0
4292.0,1482.0,8580.0,16354.0
4292.5,2990.0,10374.0,18070.0
4293.0,4264.0,11674.0,19474.0
4293.5,2912.0,10296.0,18018.0
4294.0,3198.0,10400.0,17810.0
4294.5,2080.0,9646.0,17394.0
4295.0,2262.0,9828.0,17654.0
4295.5,2860.0,10244.0,18070.0
4296.0,2522.0,10036.0,17888.0
4296.5,3718.0,10816.0,18122.0
4297.0,2340.0,9672.0,17238.0
4297.5,2158.0,9438.0,16952.0
4298.0,4212.0,11362.0,18850.0
4298.5,3328.0,10634.0,18252.0
4299.0,3094.0,10374.0,18096.0
4299.5,3276.0,10582.0,18278.0
4300.0,4056.0,11180.0,18538.0
4300.5,2678.0,10140.0,17966.0
4301.0,3406.0,10764.0,18538.0
4301.5,3822.0,10894.0,18200.0
4302.0,2860.0,10062.0,17654.0
4302.5,3640.0,10582.0,17810.0
4303.0,2236.0,9230.0,16458.0
4303.5,3458.0,10504.0,17784.0
4304.0,1794.0,8736.0,15808.0
4304.5,3510.0,10322.0,17186.0
4305.0,3718.0,11102.0,18980.0
4305.5,2496.0,9828.0,17446.0
4306.0,2496.0,9672.0,17420.0
4306.5,2626.0,9880.0,17290.0
4307.0,2938.0,9750.0,16666.0
4307.5,1092.0,8190.0,15600.0
4308.0,1352.0,8554.0,15938.0
4308.5,1248.0,8372.0,15600.0
4309.0,3172.0,9984.0,16952.0
4309.5,2470.0,9464.0,16666.0
4310.0,2574.0,9750.0,17290.0
4310.5,1482.0,8736.0,16198.0
4311.0,1144.0,8294.0,15548.0
4311.5,910.0,7956.0,15158.0
4312.0,2002.0,9074.0,16302.0
4312.5,3302.0,10192.0,17108.0
4313.0,3302.0,10192.0,17212.0
4313.5,1976.0,9048.0,16224.0
4314.0,416.0,7592.0,14898.0
4314.5,572.0,7696.0,14898.0
4315.0,780.0,7904.0,15106.0
4315.5,806.0,7904.0,15158.0
4316.0,1196.0,8294.0,15548.0
4316.5,1014.0,8060.0,15236.0
4317.0,858.0,7774.0,14872.0
4317.5,390.0,7332.0,14352.0
4318.0,286.0,7150.0,14118.0
4318.5,338.0,7280.0,14352.0
4319.0,624.0,7592.0,14612.0
4319.5,234.0,6968.0,13806.0
4320.0,546.0,7670.0,14846.0
4320.5,312.0,7280.0,14352.0
4321.0,338.0,7280.0,14352.0
4321.5,416.0,7540.0,14690.0
4322.0,78.0,6864.0,13650.0
4322.5,182.0,7072.0,13988.0
4323.0,468.0,7332.0,14274.0
4323.5,3484.0,6994.0,13650.0
4324.0,234.0,7280.0,14326.0
4324.5,234.0,7358.0,14456.0
4325.0,260.0,7280.0,14274.0
4325.5,338.0,7280.0,14170.0
4326.0,260.0,7384.0,14456.0
4326.5,234.0,7332.0,14378.0
4327.0,546.0,7618.0,14794.0
4327.5,884.0,8060.0,15184.0
4328.0,182.0,7176.0,14170.0
4328.5,260.0,7254.0,14326.0
4329.0,650.0,8190.0,15860.0
4329.5,156.0,7228.0,14222.0
4330.0,260.0,7332.0,14430.0
4330.5,468.0,7852.0,15340.0
4331.0,234.0,7306.0,14326.0
4331.5,494.0,7904.0,15366.0
4332.0,442.0,7774.0,15158.0
4332.5,312.0,7488.0,14690.0
4333.0,910.0,8164.0,15392.0
4333.5,1222.0,8138.0,15132.0
4334.0,4056.0,10894.0,17784.0
4334.5,1534.0,8684.0,16042.0
4335.0,4212.0,11024.0,17914.0
4335.5,390.0,7540.0,14664.0
4336.0,416.0,7540.0,14612.0
4336.5,546.0,7852.0,15184.0
4337.0,702.0,8008.0,15470.0
4337.5,572.0,7800.0,15132.0
4338.0,702.0,7904.0,15184.0
4338.5,494.0,7540.0,14586.0
4339.0,546.0,7618.0,14742.0
4339.5,676.0,7774.0,14924.0
4340.0,546.0,7592.0,15054.0
4340.5,2002.0,9126.0,16380.0
4341.0,3588.0,10452.0,17550.0
4341.5,2782.0,9672.0,16588.0
4342.0,2886.0,9724.0,16562.0
4342.5,3120.0,9958.0,16822.0
4343.0,2236.0,9334.0,17004.0
4343.5,1014.0,8164.0,15392.0
4344.0,2548.0,9438.0,17030.0
4344.5,3640.0,11024.0,18616.0
4345.0,3406.0,10608.0,17888.0
4345.5,2964.0,10036.0,17368.0
4346.0,2730.0,9724.0,17316.0
4346.5,1014.0,8112.0,15340.0
4347.0,2470.0,9568.0,17056.0
4347.5,2600.0,9906.0,17446.0
4348.0,3744.0,11232.0,18876.0
4348.5,3536.0,11024.0,18772.0
4349.0,2054.0,9672.0,17134.0
4349.5,2522.0,9958.0,17394.0
4350.0,2652.0,9932.0,17290.0
4350.5,2028.0,9542.0,17134.0
4351.0,3016.0,10452.0,18096.0
4351.5,2808.0,10244.0,17602.0
4352.0,3380.0,10920.0,18720.0
4352.5,3744.0,11258.0,18876.0
4353.0,3640.0,11102.0,18694.0
4353.5,2054.0,10010.0,17628.0
4354.0,2054.0,10010.0,17394.0
4354.5,3432.0,10998.0,18590.0
4355.0,4186.0,11700.0,19474.0
4355.5,3302.0,10842.0,18226.0
4356.0,3900.0,11154.0,18694.0
4356.5,2158.0,9542.0,16822.0
4357.0,2132.0,10166.0,17186.0
4357.5,1846.0,9906.0,16146.0
4358.0,1586.0,10114.0,15704.0
4358.5,1508.0,9906.0,15574.0
4359.0,1560.0,9776.0,15574.0
4359.5,2626.0,10998.0,17264.0
4360.0,1560.0,9776.0,15704.0
4360.5,1950.0,10582.0,16302.0
4361.0,1976.0,10400.0,16354.0
4361.5,1508.0,9802.0,15678.0
4362.0,1144.0,9750.0,15132.0
4362.5,1716.0,9906.0,16146.0
4363.0,1326.0,10218.0,15522.0
4363.5,858.0,9776.0,14716.0
4364.0,1430.0,10322.0,15574.0
4364.5,1222.0,10140.0,15366.0
4365.0,572.0,9256.0,14196.0
4365.5,988.0,9672.0,14742.0
4366.0,936.0,9854.0,14846.0
4366.5,2522.0,10946.0,17108.0
4367.0,3250.0,11778.0,17758.0
4367.5,2964.0,11388.0,17446.0
4368.0,728.0,9776.0,14508.0
4368.5,910.0,9308.0,14716.0
4369.0,1066.0,10140.0,15158.0
4369.5,884.0,10088.0,15028.0
4370.0,1378.0,10660.0,15730.0
4370.5,1404.0,10400.0,15912.0
4371.0,1482.0,9802.0,15678.0
4371.5,1976.0,11076.0,16094.0
4372.0,2652.0,11232.0,17108.0
4372.5,1326.0,10374.0,15340.0
4373.0,1066.0,10140.0,14898.0
4373.5,858.0,9360.0,14560.0
4374.0,1196.0,10140.0,15184.0
4374.5,1430.0,10088.0,15548.0
4375.0,1066.0,9438.0,14950.0
4375.5,754.0,8762.0,14534.0
4376.0,806.0,9334.0,14560.0
4376.5,1144.0,9022.0,15080.0
4377.0,1716.0,10192.0,15964.0
4377.5,1560.0,9750.0,15678.0
4378.0,1170.0,9542.0,15262.0
4378.5,1820.0,10218.0,16120.0
4379.0,2184.0,10998.0,16900.0
4379.5,2808.0,10244.0,17472.0
4380.0,1508.0,9568.0,15288.0
4380.5,2678.0,10582.0,16874.0
4381.0,2054.0,10270.0,16666.0
4381.5,1794.0,9750.0,16042.0
4382.0,2340.0,10608.0,17628.0
4382.5,4212.0,11856.0,19292.0
4383.0,4706.0,12142.0,19682.0
4383.5,3094.0,10582.0,18018.0
4384.0,4030.0,11258.0,18902.0
4384.5,2652.0,10036.0,17550.0
4385.0,2106.0,9724.0,17420.0
4385.5,2756.0,10192.0,17940.0
4386.0,3172.0,10348.0,17940.0
4386.5,2626.0,10244.0,18174.0
4387.0,3094.0,10504.0,18330.0
4387.5,2288.0,9802.0,17524.0
4388.0,2834.0,10348.0,18252.0
4388.5,4472.0,11674.0,19214.0
4389.0,1872.0,9438.0,17004.0
4389.5,1976.0,9334.0,16822.0
4390.0,3302.0,10478.0,17810.0
4390.5,3978.0,11102.0,18460.0
4391.0,3458.0,10608.0,18018.0
4391.5,2886.0,9984.0,17316.0
4392.0,2652.0,9880.0,17524.0
4392.5,3302.0,10686.0,18434.0
4393.0,806.0,8372.0,16120.0
4393.5,3952.0,11024.0,18382.0
4394.0,3614.0,10504.0,17732.0
4394.5,4030.0,11050.0,18304.0
4395.0,2392.0,9334.0,16588.0
4395.5,1716.0,8814.0,16146.0
4396.0,1612.0,9022.0,16718.0
4396.5,3536.0,10322.0,17368.0
4397.0,1820.0,9022.0,16822.0
4397.5,1430.0,8502.0,15782.0
4398.0,1716.0,8918.0,16848.0
4398.5,3562.0,11258.0,19292.0
4399.0,2106.0,9178.0,16380.0
4399.5,1846.0,9178.0,16796.0
4400.0,1222.0,8320.0,15470.0
4400.5,1300.0,8346.0,15574.0
4401.0,3224.0,10088.0,17030.0
4401.5,2756.0,9672.0,16744.0
4402.0,1118.0,8164.0,15262.0
4402.5,1430.0,8710.0,16172.0
4403.0,1144.0,8320.0,15600.0
4403.5,1144.0,8294.0,15652.0
4404.0,2522.0,9386.0,16354.0
4404.5,2600.0,9594.0,16692.0
4405.0,2444.0,9360.0,16380.0
4405.5,2678.0,9542.0,16510.0
4406.0,806.0,7800.0,14924.0
4406.5,546.0,7488.0,14482.0
4407.0,1092.0,8372.0,15782.0
4407.5,780.0,7852.0,15106.0
4408.0,546.0,7670.0,14924.0
4408.5,312.0,7254.0,14248.0
4409.0,572.0,7618.0,14846.0
4409.5,312.0,7150.0,14066.0
4410.0,390.0,7306.0,14222.0
4410.5,520.0,7722.0,14976.0
4411.0,936.0,8060.0,15236.0
4411.5,832.0,7852.0,15028.0
4412.0,260.0,7098.0,14014.0
4412.5,104.0,6890.0,13702.0
4413.0,104.0,6864.0,13676.0
4413.5,390.0,7462.0,14586.0
4414.0,182.0,7046.0,13910.0
4414.5,182.0,6968.0,13858.0
4415.0,468.0,7384.0,14352.0
4415.5,3484.0,6994.0,13650.0
4416.0,182.0,7280.0,14326.0
4416.5,260.0,7384.0,14482.0
4417.0,130.0,7072.0,14014.0
4417.5,182.0,7176.0,14144.0
4418.0,130.0,7072.0,13988.0
4418.5,286.0,7384.0,14586.0
4419.0,260.0,7332.0,14430.0
4419.5,572.0,7670.0,14742.0
4420.0,260.0,7332.0,14430.0
4420.5,312.0,7462.0,14612.0
4421.0,260.0,7358.0,14456.0
4421.5,182.0,7228.0,14222.0
4422.0,234.0,7280.0,14326.0
4422.5,364.0,7488.0,14742.0
4423.0,416.0,7540.0,14742.0
4423.5,390.0,7670.0,14950.0
4424.0,416.0,7696.0,14976.0
4424.5,260.0,7358.0,14456.0
4425.0,598.0,7670.0,14820.0
4425.5,2418.0,9256.0,16172.0
4426.0,4108.0,10946.0,17914.0
4426.5,3328.0,10296.0,17446.0
4427.0,4550.0,11388.0,18304.0
4427.5,1326.0,8424.0,15704.0
4428.0,416.0,7566.0,14716.0
4428.5,494.0,7670.0,14794.0
4429.0,520.0,7670.0,14846.0
4429.5,520.0,7670.0,14820.0
4430.0,598.0,7826.0,15236.0
4430.5,546.0,7670.0,14820.0
4431.0,858.0,8008.0,15392.0
4431.5,936.0,8138.0,15626.0
4432.0,806.0,7904.0,15444.0
4432.5,2054.0,9256.0,16796.0
4433.0,3016.0,9906.0,16848.0
4433.5,1664.0,8684.0,15730.0
4434.0,2418.0,9464.0,16952.0
4434.5,676.0,7748.0,14898.0
4435.0,1014.0,8216.0,15782.0
4435.5,1404.0,8736.0,16224.0
4436.0,2600.0,9620.0,16978.0
4436.5,2834.0,10296.0,17914.0
4437.0,1924.0,9412.0,16978.0
4437.5,2860.0,9828.0,17082.0
4438.0,2080.0,9308.0,16900.0
4438.5,1638.0,9074.0,16718.0
4439.0,3900.0,11258.0,19032.0
4439.5,2600.0,9594.0,16978.0
4440.0,2366.0,9880.0,17602.0
4440.5,2496.0,10088.0,17862.0
4441.0,2938.0,10556.0,18226.0
4441.5,3692.0,11076.0,18590.0
4442.0,2730.0,10348.0,17992.0
4442.5,3562.0,11154.0,18928.0
4443.0,3640.0,11076.0,18772.0
4443.5,2678.0,10192.0,17836.0
4444.0,2938.0,10582.0,18226.0
4444.5,3692.0,11258.0,18772.0
4445.0,4108.0,11622.0,19214.0
4445.5,2054.0,9880.0,17446.0
4446.0,2054.0,10114.0,17706.0
4446.5,2548.0,10322.0,17940.0
4447.0,4420.0,11908.0,19682.0
4447.5,4914.0,12324.0,19942.0
4448.0,3718.0,11154.0,18772.0
4448.5,3302.0,10634.0,18096.0
4449.0,2262.0,10088.0,17680.0
4449.5,2002.0,10088.0,16718.0
4450.0,1664.0,10556.0,15808.0
4450.5,1690.0,10062.0,15990.0
4451.0,1690.0,10322.0,16016.0
4451.5,1534.0,10270.0,15600.0
4452.0,1950.0,10946.0,16276.0
4452.5,1482.0,10114.0,15548.0
4453.0,2834.0,10842.0,17212.0
4453.5,3900.0,12142.0,18694.0
4454.0,962.0,9620.0,15184.0
4454.5,1690.0,10322.0,16016.0
4455.0,1950.0,10582.0,16510.0
4455.5,2184.0,10504.0,16250.0
4456.0,1638.0,11024.0,16146.0
4456.5,962.0,10036.0,14820.0
4457.0,1586.0,10348.0,15574.0
4457.5,1508.0,10556.0,15678.0
4458.0,1508.0,10556.0,15678.0
4458.5,1586.0,10374.0,15730.0
4459.0,2236.0,10608.0,16380.0
4459.5,2184.0,10530.0,16328.0
4460.0,1066.0,10010.0,15184.0
4460.5,936.0,9958.0,14794.0
4461.0,1664.0,10998.0,16094.0
4461.5,1170.0,10270.0,15262.0
4462.0,1300.0,10738.0,15808.0
4462.5,2808.0,11986.0,18278.0
4463.0,1768.0,11128.0,16198.0
4463.5,988.0,10270.0,15236.0
4464.0,1092.0,9776.0,15184.0
4464.5,1040.0,9724.0,14898.0
4465.0,1326.0,10504.0,15496.0
4465.5,1040.0,10062.0,14872.0
4466.0,988.0,9906.0,14742.0
4466.5,676.0,8970.0,14326.0
4467.0,1612.0,10452.0,16016.0
4467.5,1222.0,10244.0,15340.0
4468.0,1196.0,9776.0,15132.0
4468.5,1638.0,10192.0,15912.0
4469.0,1612.0,9932.0,15886.0
4469.5,2574.0,10582.0,17576.0
4470.0,1586.0,9646.0,15782.0
4470.5,1378.0,9646.0,15496.0
4471.0,1274.0,9620.0,15288.0
4471.5,1716.0,10296.0,15964.0
4472.0,2210.0,10894.0,16848.0
4472.5,2106.0,10764.0,16718.0
4473.0,1976.0,10322.0,16692.0
4473.5,2418.0,10738.0,16796.0
4474.0,2626.0,10946.0,17524.0
4474.5,1820.0,9984.0,16302.0
4475.0,2288.0,10244.0,17290.0
4475.5,1924.0,9464.0,16640.0
4476.0,3614.0,11154.0,18564.0
4476.5,4680.0,12272.0,19916.0
4477.0,2860.0,10608.0,18278.0
4477.5,2860.0,10556.0,18486.0
4478.0,3484.0,10764.0,18460.0
4478.5,2418.0,10010.0,17966.0
4479.0,2548.0,10036.0,17914.0
4479.5,2548.0,10010.0,17758.0
4480.0,2626.0,10062.0,17888.0
4480.5,4004.0,11388.0,19214.0
4481.0,2158.0,9594.0,17160.0
4481.5,1664.0,8918.0,16328.0
4482.0,3016.0,10088.0,17628.0
4482.5,3328.0,10738.0,18616.0
4483.0,3536.0,10790.0,18304.0
4483.5,3458.0,10686.0,18226.0
4484.0,3016.0,10374.0,18044.0
4484.5,2860.0,10244.0,17966.0
4485.0,2080.0,9542.0,17238.0
4485.5,3718.0,10842.0,18226.0
4486.0,3042.0,10374.0,18044.0
4486.5,3380.0,10296.0,17446.0
4487.0,3068.0,10270.0,17706.0
4487.5,3822.0,10764.0,17940.0
4488.0,2288.0,9386.0,16718.0
4488.5,3926.0,10998.0,18382.0
4489.0,2002.0,9152.0,16406.0
4489.5,1352.0,8528.0,15886.0
4490.0,1508.0,8632.0,15990.0
4490.5,3354.0,10322.0,17420.0
4491.0,3484.0,10452.0,17602.0
4491.5,1534.0,8710.0,16068.0
4492.0,1144.0,8190.0,15340.0
4492.5,1794.0,9152.0,16770.0
4493.0,3354.0,10322.0,17420.0
4493.5,3042.0,10322.0,17914.0
4494.0,1170.0,8320.0,15652.0
4494.5,1508.0,8736.0,16198.0
4495.0,936.0,8138.0,15392.0
4495.5,702.0,7618.0,14664.0
4496.0,3562.0,10426.0,17394.0
4496.5,3094.0,9958.0,17004.0
4497.0,2912.0,9672.0,16458.0
4497.5,3328.0,10166.0,17108.0
4498.0,962.0,8112.0,15366.0
4498.5,806.0,7826.0,15028.0
4499.0,1066.0,8294.0,15678.0
4499.5,546.0,7488.0,14508.0
4500.0,754.0,7800.0,15002.0
4500.5,676.0,7774.0,14976.0
4501.0,416.0,7410.0,14482.0
4501.5,520.0,7514.0,14560.0
4502.0,468.0,7410.0,14508.0
4502.5,468.0,7488.0,14560.0
4503.0,1248.0,8320.0,15548.0
4503.5,416.0,7384.0,14430.0
4504.0,338.0,7306.0,14326.0
4504.5,468.0,7514.0,14612.0
4505.0,520.0,7592.0,14716.0
4505.5,234.0,7176.0,14144.0
4506.0,130.0,6916.0,13702.0
4506.5,364.0,7280.0,14222.0
4507.0,234.0,7124.0,14066.0
4507.5,3484.0,6994.0,13650.0
4508.0,234.0,7306.0,14378.0
4508.5,260.0,7280.0,14352.0
4509.0,234.0,7332.0,14430.0
4509.5,286.0,7410.0,14560.0
4510.0,234.0,7280.0,14274.0
4510.5,286.0,7410.0,14560.0
4511.0,286.0,7488.0,14612.0
4511.5,338.0,7540.0,14742.0
4512.0,286.0,7384.0,14482.0
4512.5,338.0,7488.0,14664.0
4513.0,260.0,7384.0,14482.0
4513.5,338.0,7514.0,14716.0
4514.0,312.0,7410.0,14560.0
4514.5,364.0,7592.0,14820.0
4515.0,416.0,7722.0,14976.0
4515.5,364.0,7514.0,14716.0
4516.0,1066.0,8138.0,15366.0
4516.5,338.0,7462.0,14560.0
4517.0,338.0,7514.0,14742.0
4517.5,3510.0,10270.0,17030.0
4518.0,3302.0,10088.0,16926.0
4518.5,3146.0,10010.0,17004.0
4519.0,4004.0,10842.0,17706.0
4519.5,2366.0,9256.0,16224.0
4520.0,546.0,7748.0,14976.0
4520.5,962.0,8060.0,15262.0
4521.0,598.0,7722.0,14820.0
4521.5,936.0,8242.0,15938.0
4522.0,728.0,7800.0,15002.0
4522.5,910.0,8216.0,15626.0
4523.0,624.0,7826.0,15106.0
4523.5,598.0,7670.0,14794.0
4524.0,598.0,7592.0,14950.0
4524.5,1586.0,8476.0,15392.0
4525.0,2808.0,9646.0,16562.0
4525.5,858.0,7956.0,15054.0
4526.0,1222.0,8606.0,15990.0
4526.5,1352.0,8632.0,16276.0
4527.0,1326.0,8606.0,16458.0
4527.5,1170.0,8346.0,16042.0
4528.0,2886.0,10062.0,17628.0
4528.5,2262.0,9516.0,17264.0
4529.0,2080.0,9594.0,17394.0
4529.5,2106.0,9178.0,16588.0
4530.0,1872.0,8918.0,16666.0
4530.5,1846.0,9152.0,16692.0
4531.0,2418.0,9750.0,17290.0
4531.5,2912.0,10166.0,17628.0
4532.0,2496.0,9932.0,17576.0
4532.5,2704.0,10244.0,17966.0
4533.0,2106.0,9620.0,17134.0
4533.5,3276.0,10686.0,18174.0
4534.0,3328.0,10790.0,18408.0
4534.5,2808.0,10634.0,18538.0
4535.0,2106.0,9776.0,17342.0
4535.5,3016.0,10582.0,18226.0
4536.0,3016.0,10634.0,18278.0
4536.5,3146.0,10894.0,18486.0
4537.0,2834.0,10712.0,18278.0
4537.5,2002.0,9828.0,17368.0
4538.0,1716.0,9802.0,17290.0
4538.5,2756.0,10582.0,18278.0
4539.0,4836.0,12272.0,19916.0
4539.5,2860.0,10556.0,17784.0
4540.0,3380.0,10868.0,18382.0
4540.5,3016.0,10426.0,17966.0
4541.0,2132.0,10062.0,17264.0
4541.5,1820.0,10244.0,17290.0
4542.0,1560.0,10010.0,15600.0
4542.5,1352.0,10244.0,15392.0
4543.0,1820.0,10634.0,16120.0
4543.5,1638.0,10140.0,16068.0
4544.0,1950.0,11128.0,16380.0
4544.5,1430.0,9854.0,15496.0
4545.0,1898.0,10426.0,16458.0
4545.5,2808.0,11336.0,17420.0
4546.0,1690.0,10192.0,15678.0
4546.5,2418.0,10660.0,17134.0
4547.0,2938.0,11180.0,17862.0
4547.5,1066.0,9984.0,15236.0
4548.0,1118.0,10530.0,15210.0
4548.5,1378.0,10244.0,15548.0
4549.0,1820.0,11206.0,16276.0
4549.5,936.0,10140.0,14664.0
4550.0,806.0,9516.0,14560.0
4550.5,1222.0,10166.0,15236.0
4551.0,3510.0,11466.0,18174.0
4551.5,1664.0,9568.0,15600.0
4552.0,1092.0,10244.0,15054.0
4552.5,884.0,9776.0,14820.0
4553.0,1092.0,10322.0,15314.0
4553.5,1196.0,10348.0,15314.0
4554.0,2340.0,12584.0,17680.0
4554.5,1534.0,11024.0,15808.0
4555.0,1768.0,11102.0,16016.0
4555.5,988.0,9750.0,14924.0
4556.0,1742.0,10452.0,15678.0
4556.5,2340.0,11856.0,17446.0
4557.0,1222.0,10192.0,15028.0
4557.5,936.0,10010.0,14664.0
4558.0,910.0,9828.0,14560.0
4558.5,884.0,9828.0,14716.0
4559.0,858.0,10140.0,14716.0
4559.5,1014.0,9698.0,14924.0
4560.0,1222.0,10270.0,15236.0
4560.5,1456.0,10192.0,15886.0
4561.0,1144.0,9360.0,15158.0
4561.5,1196.0,8944.0,15262.0
4562.0,1092.0,10010.0,14976.0
4562.5,1378.0,9646.0,15522.0
4563.0,1404.0,9542.0,16016.0
4563.5,1872.0,10010.0,16302.0
4564.0,1638.0,10452.0,16172.0
4564.5,2340.0,11154.0,17420.0
4565.0,2886.0,11232.0,18044.0
4565.5,1612.0,10088.0,16120.0
4566.0,962.0,9178.0,14872.0
4566.5,2184.0,10322.0,17030.0
4567.0,1820.0,9724.0,15886.0
4567.5,1404.0,9724.0,16146.0
4568.0,2600.0,10634.0,17550.0
4568.5,3068.0,10634.0,17654.0
4569.0,1924.0,9516.0,16952.0
4569.5,2314.0,10140.0,17732.0
4570.0,2886.0,10192.0,17966.0
